OBJECTID,DISTRICTID,STFIPS,CDFIPS,State,CongressParty,CongressionalDistrictCode,CD,Trump,2018MedianAge,2018TotalHouseholds,2018MedianHouseholdIncome,2018AverageHouseholdIncome,2018MedianNetWorth,2018AverageNetWorth,Govtshouldfocusslightlymoreonenvironissues:Percentage,Govtshouldfocussomewhatmoreonenvironissues:Percentage,Govtshouldfocusmoreonenvironmentalissues:Percentage,Amnotinterestedinhowtohelptheenvironment:Percentage,Amslightlyinterestedinhowtohelptheenviron:Percentage,Amsomewhatinterestedinhowtohelptheenviron:Percentage,Aminterestedinhowtohelptheenvironment:Percentage,Globalwarmingisnotaseriousthreat:Percentage,Globalwarmingisaminorproblem:Percentage,Globalwarmingisaproblem:Percentage,Globalwarmingisaseriousthreat:Percentage,Amnotmoreenvironconsciousthanmostpeople:Percentage,Amslightlymoreenvironconsciousthanmost:Percentage,Amsomewhatmoreenvironconsciousthanmost:Percentage,Ammoreenvironconsciousthanmostpeople:Percentage,Company`senvironrecordnotimportantwhenbuying:Percentage,Company`senvrecslightlyimportantwhenbuying:Percentage,Company`senvrecsomewhatimportantwhenbuying:Percentage,Company`senvironrecordimportantwhenbuying:Percentage,Rarelypaymoreforenvironsafeproduct:Percentage,Occasionallypaymoreforenvironsafeproduct:Percentage,Frequentlypaymoreforenvironsafeproduct:Percentage,Usuallypaymoreforenvironsafeproduct:Percentage,Rarelyvaluegreenproductsoverconvenience:Percentage,Occasionallyvaluegreenproductsoverconvenience:Percentage,Frequentlyvaluegreenproductsoverconvenience:Percentage,Usuallyvaluegreenproductsoverconvenience:Percentage,Rarelybuynaturalproductsforenvironconcern:Percentage,Occasionallybuynaturalprodsforenvironconcern:Percentage,Frequentlybuynaturalprodsforenvironconcern:Percentage,Usuallybuynaturalproductsforenvironconcern:Percentage,HHisbetternowfinanciallythanlast12months:Percentage,HHisaboutthesamefinanciallythanlast12mo:Percentage,HHisworsenowfinanciallythanlast12months:Percentage,HHwillbebetterfinanciallyinnext12months:Percentage,HHwillbeaboutthesamefinanciallynext12mo:Percentage,HHwillbeworsefinanciallyinnext12months:Percentage,2018Education:<9thGrade:Percentage,2018Education:HighSchool/NoDiploma:Percentage,2018Education:HighSchoolDiploma:Percentage,2018Education:GED:Percentage,2018Education:SomeCollege/NoDegree:Percentage,2018Education:Associate'sDegree:Percentage,2018Education:Bachelor'sDegree:Percentage,2018Education:Grad/ProfessionalDegree:Percentage,2018EmployedCivilianPop16+:Percentage,2018Industry:Agriculture:Percentage,2018Industry:Mining:Percentage,2018Industry:Construction:Percentage,2018Industry:Manufacturing:Percentage,2018Industry:WholesaleTrade:Percentage,2018Industry:RetailTrade:Percentage,2018Industry:Transportation:Percentage,2018Industry:Utilities:Percentage,2018Industry:Information:Percentage,2018Industry:Finance/Insurance:Percentage,2018Industry:RealEstate:Percentage,2018Industry:Professional/TechSvcs:Percentage,2018Industry:Management:Percentage,2018Industry:Admin/WasteMgmt:Percentage,2018Industry:EducationalServices:Percentage,2018Industry:HealthCare:Percentage,2018Industry:Arts/Entertainment/Rec:Percentage,2018Industry:Accommodation/FoodSvcs:Percentage,2018Industry:OtherServices:Percentage,2018Industry:PublicAdministration:Percentage,2018UnemployedPopulation16+:Percentage,2018Occupation:Management:Percentage,2018Occupation:Business/Financial:Percentage,2018Occupation:Computer/Mathmatical:Percentage,2018Occupation:Architecture/Engineer:Percentage,2018Occupation:Life/SocialSciences:Percentage,2018Occupation:SocialService:Percentage,2018Occupation:Legal:Percentage,2018Occupation:Education/Library:Percentage,2018Occupation:Arts/Entertainment/Rec:Percentage,2018Occupation:HealthPractices:Percentage,2018Occupation:HealthSupport:Percentage,2018Occupation:ProtectiveService:Percentage,2018Occupation:FoodPreperation:Percentage,2018Occupation:BuildingMaintenance:Percentage,2018Occupation:PersonalCare:Percentage,2018Occupation:Sales:Percentage,2018Occupation:Office/Admin:Percentage,2018Occupation:Farm/Fish/Forestry:Percentage,2018Occupation:Construction/Extraction:Percentage,2018Occupation:Maintenance/Repair:Percentage,2018Occupation:Production:Percentage,2018Occupation:Transportation/Moving:Percentage,2018GenerationAlphaPopulation:Percentage,2018GenerationZPopulation:Percentage,2018MillennialPopulation:Percentage,2018GenerationXPopulation:Percentage,2018BabyBoomerPopulation:Percentage,2018Silent&GreatestGenerationsPopulation:Percentage,Education-DidnotFinishHighSchool(%),Education-HighSchoolDegreeorGED(%),Education-CollegeDegree(%),2018Industry-BlueCollar,CongressionalDistrictCode
322,4102,41,2,OR,Republican,OR-02,OR-02,1,42.8,334027,51171,68058,94798,721049,16.99424299,45.08366355,30.80538318,8.017345794,25.568,49.46138318,16.95700935,12.50123364,20.74796262,34.32,32.49121495,14.26871028,39.53764486,35.67252336,10.51902804,15.14063551,35.60403738,38.14714019,11.12837383,15.79842991,28.38459813,42.32059813,13.48859813,17.14213084,34.10078505,37.81383178,10.9357757,15.7915514,31.18863551,40.49585047,12.52590654,26.77727103,54.84590654,18.38504673,38.56657944,51.39753271,10.03648598,3.919479337,7.195800546,21.51019598,5.500110889,27.67330835,8.796108702,15.55935748,9.845638714,95.06148286,7.188593716,0.070256099,6.027301727,8.986323307,2.059381901,12.38263744,3.684312485,1.13081324,1.667807467,2.566672263,1.881417004,5.186553189,0.011623252,3.464245586,7.506812517,15.33752631,2.362877917,8.303134404,4.757526055,5.424184112,4.938517144,8.834704447,3.284472627,1.682013664,1.219924836,1.239296922,1.982410146,0.689129677,5.436323953,1.588511061,5.798194522,2.509072594,2.096576307,6.42688329,4.006147409,5.000581163,10.15019824,13.16836926,4.213041288,4.812026191,3.347496481,5.5698622,6.944763725,2.225539647,20.99050354,21.44864722,18.63022968,26.47036557,10.23471435,11.11527988,27.01030687,34.20110489,22.27247485,OR-02
323,4103,41,3,OR,Democrat,OR-03,OR-03,0,37.5,336994,61086,84243,80378,613110,15.97334189,44.06277046,34.00110416,7.077052846,24.75101374,48.15769935,20.0079371,10.18218721,18.5943424,33.16712283,38.17013219,11.76038157,37.51480884,37.73066284,12.99707557,13.05594484,34.921925,38.65646266,13.36010274,14.62535274,27.54774342,41.99985649,15.82865821,15.75778077,33.10327457,39.32364773,11.80402098,14.57629501,27.85907692,42.36844841,15.19442236,30.88147214,52.07060212,17.04616845,42.39978678,48.20617132,9.380276451,3.821645481,5.189007998,14.7076101,3.5466795,23.8327636,8.037735223,24.74196011,16.12259799,94.95014095,1.024930084,0.031170779,5.582621092,9.684739179,3.235875605,10.69920634,4.112145051,0.830494177,1.92452312,3.833787816,2.200482602,9.471339232,0.054930324,3.791936141,8.712777622,15.2477423,2.318844371,8.928139366,4.970322367,3.343774454,5.049859053,9.860864978,5.110481883,3.225848641,2.188711819,1.084001979,2.430012882,1.226995202,5.964953582,3.588999113,5.707522185,2.34914324,1.356473822,7.244263378,3.370367706,4.626353913,9.688444796,11.86102628,0.65763804,4.207837162,2.352194924,5.458373932,6.439926498,2.300908614,20.05576681,28.53311946,21.13580907,21.38310134,6.591294702,9.01065348,18.2542896,48.90229332,16.32346113,OR-03
324,4104,41,4,OR,Democrat,OR-04,OR-04,0,42.6,335003,50316,67388,85138,692638,17.18085615,44.45126248,31.33136854,7.707765993,25.3720558,49.60271248,17.31821222,11.88831757,20.63162892,34.10043715,33.40245927,13.99061201,39.59079834,35.49206321,10.92697434,14.81430056,35.75990755,37.98253786,11.44758373,15.04377478,28.80939157,42.272825,13.86863384,16.49437437,34.43083823,37.99433257,11.07104892,15.64216951,30.60427715,40.97361569,12.78396875,27.06317782,55.04037074,17.90391644,39.06809875,51.16707873,9.763478811,2.449270535,6.562167219,20.56845306,4.88680473,28.81651096,9.021620754,16.29331874,11.401854,95.70721841,4.109942524,0.054596421,5.971924945,9.531285651,2.529090929,12.35373048,3.260302698,0.806451613,1.511044231,2.754267213,1.690316062,5.455839372,0.03340975,3.7348298,11.5385869,15.14004933,2.405502015,7.974336966,4.774606417,4.369886678,4.292781586,8.668064625,3.607709775,2.06434229,1.42303806,1.30651137,2.007572877,0.718445442,6.418474777,1.906528754,5.46996382,2.452221341,1.617792458,6.58769652,3.6680103,5.525375113,10.16471278,13.19793783,2.333250035,4.911233282,3.292082704,5.42433099,7.234704853,1.930070546,19.33847807,23.84503205,17.69359687,26.8245456,10.36827687,9.011437753,25.45525779,36.71679349,19.66774954,OR-04
325,4105,41,5,OR,Democrat,OR-05,OR-05,0,39.8,311728,60724,83361,123549,868382,17.0936174,44.94751939,31.10205371,7.675103499,25.37477771,49.39230097,17.55875623,12.15601388,20.41590356,33.66297611,33.79685601,13.45258446,39.43169857,36.09502345,11.01787829,14.81453097,35.55997304,38.44417787,11.21744693,15.10840988,28.45557955,42.33044876,14.09993134,16.77283739,33.81593703,38.60793051,10.79782101,15.21179144,30.78659136,41.19778723,12.8064888,28.43665494,54.36947413,17.19668616,40.35728418,50.25720269,9.387702755,4.31777466,5.63677601,18.52232312,4.842515863,26.96089593,8.487816932,19.5147953,11.71710219,94.76645847,4.382655062,0.030036888,6.847169334,10.18871109,2.859958594,12.01922361,3.41303452,0.826883263,1.269492948,3.907774341,2.335926601,6.124546344,0.042448826,3.694040781,7.968215511,14.03814933,2.005024352,6.849155244,4.514966314,6.682587045,5.233541527,9.902491821,4.496100169,2.534269359,1.664192554,0.597758901,2.138825036,1.059482968,5.117441751,1.76994226,5.170316604,2.200140007,1.962079049,5.699809849,3.475342445,4.611034709,10.91853301,13.80157781,3.199797437,4.983641067,3.057556636,5.040239501,6.599427065,2.386911473,22.46692877,22.99981047,19.20682516,24.09704133,8.842482796,9.954550669,23.36483899,39.71971442,21.44857238,OR-05
326,4201,42,1,PA,Democrat,PA-01,PA-01,0,43.2,270791,85003,111752,270443,1299228,17.86075985,43.61610848,31.80007174,7.615904519,25.26707974,49.92527394,17.19437919,11.78034406,20.29876359,32.76518082,35.18138213,11.89656506,39.74828745,37.0089179,11.34781202,14.21289719,36.32530629,38.35258042,11.1092161,13.45455952,28.72575359,43.01829997,14.80121109,16.23612733,33.50716667,39.99092738,10.26788854,14.14520417,30.36867202,41.53538323,13.95390545,29.01516324,54.57991645,16.40333788,38.99786196,51.31623367,9.685552727,1.709748183,4.13675658,26.0958196,2.191348267,16.43123282,7.966088216,25.32231129,16.14669504,94.54883661,0.372165551,0.067571958,6.483009551,12.20661426,3.332596972,12.00545774,3.327139237,0.563965954,1.910467156,6.133974401,1.682281853,9.437723345,0.059255409,3.832629459,8.849067637,14.96510948,2.00428822,5.519069586,4.356572023,2.891040218,5.451163385,11.51400169,6.393866545,3.567019687,1.817425768,1.436423884,1.423169385,0.946527191,6.342148009,1.752972516,7.356766942,1.840816061,1.389123514,4.859463323,2.785264115,3.179000715,12.42180495,13.37612891,0.193619648,4.342018063,3.274900916,4.837892275,4.950165681,1.918490212,21.32773247,20.43064973,21.38024056,25.42780901,9.515078019,5.846504763,28.28716787,49.43509455,19.12936132,PA-01
327,4202,42,2,PA,Democrat,PA-02,PA-02,0,34.8,259840,42296,58239,37781,342036,14.17094423,42.47904355,35.24637306,8.726760989,22.48055328,46.94927317,20.48789343,10.22354743,15.81582769,34.18363312,38.53883593,12.94231405,35.98613927,35.86931516,13.8492286,14.12223756,32.75136954,37.69141181,14.09168356,15.58936865,25.72538786,40.80144934,16.52917368,15.75633726,29.62875095,40.98441387,12.2652734,15.03903723,27.54227235,42.22544537,13.84096105,26.20544508,54.5886713,17.84443342,40.33954478,50.03594588,8.263778056,7.5062927,12.03034712,32.62712927,4.519455106,16.57593471,6.11897176,14.09711247,6.524756863,87.95390894,0.154448561,0.05239004,5.522726732,8.495351234,2.345644993,11.27474494,4.940993165,0.742305638,1.377109635,4.249036397,1.763571232,5.080813338,0.040823408,5.56491092,6.84302379,19.96298678,1.809837761,7.829929682,5.085916264,6.862755104,12.04609106,5.588044185,3.780587789,1.800312299,1.032492031,0.698080279,2.221813988,1.005616621,4.290540196,1.238650242,6.212302134,4.393619301,4.475946508,6.475272921,5.547220776,4.847439522,9.528523655,15.8432245,0.129954516,4.766132901,2.684819475,6.009886069,7.429179892,2.774376574,23.93746478,27.66972386,19.1187097,19.24293551,7.256926686,19.53663982,37.14658438,26.74084109,14.22491657,PA-02
328,4203,42,3,PA,Republican,PA-03,PA-03,0,34.7,317235,40858,66067,22151,296148,14.74966526,42.06954336,36.66149158,7.480223761,24.34066882,47.40432243,20.76229905,8.876183905,17.22943723,35.54285057,38.57561793,12.15719132,36.5042674,37.35002505,13.99360917,13.14719436,33.28240387,39.3765248,14.17251945,14.24694218,27.22508358,41.37148114,17.16207891,14.75787969,30.15812777,40.22589681,14.84150258,14.56845495,28.25681592,42.19982421,14.97145486,29.85435817,52.86215366,17.28398104,45.8628026,45.65875617,8.479098384,3.196373247,8.867926396,23.83580627,3.430172132,17.61251943,5.245924357,20.32268601,17.48859216,90.34559378,0.155781869,0.036798867,2.487910039,4.509087787,1.271094184,8.193267647,3.872467395,0.713591355,1.946046728,5.103389482,1.847303103,9.676261971,0.053051699,4.568272631,13.15314155,21.69967832,2.93041641,7.805346262,4.274801669,5.701984379,9.654406224,8.639147248,6.087452506,2.574080718,1.49219404,1.990818683,3.233393745,2.588493608,7.714575724,2.756541765,8.50421807,3.800709605,3.236766974,6.586383806,4.099700396,4.3928647,8.836634498,12.72136818,0.100276911,2.073616133,1.24502832,2.848538932,4.478115407,2.215155068,19.80602136,32.53709362,17.5361413,20.1311522,7.774436453,12.06429964,27.2659784,43.05720253,7.189578561,PA-03
329,4204,42,4,PA,Republican,PA-04,PA-04,0,42,282610,88198,117832,260299,1298011,17.45304918,43.48053359,31.98106492,7.196775602,24.91669045,49.5972942,17.69291877,11.1805023,19.65898969,33.00777556,35.55795903,11.5099576,39.02996392,37.34520244,11.51511608,13.55718869,36.16459697,38.37002163,11.30413401,13.15740604,28.33126421,43.19630102,14.71887971,15.62419399,33.54666538,39.72876681,10.49906631,13.90504259,29.61933813,41.90220886,13.975198,29.66129382,53.64550197,16.09103696,39.64812248,50.25001462,9.499007851,1.823613808,3.723060684,21.87040929,2.158574948,14.93130248,6.799063328,27.77433756,20.91963791,94.85575761,0.273323193,0.081070439,5.808503903,10.8817118,2.610468124,9.959825094,2.705178986,0.823315343,1.976059771,7.589737255,2.14823794,11.65226701,0.072577345,3.910168807,9.732827866,15.39360341,1.993560691,5.306896649,4.464793553,2.616130186,5.144486516,12.58676467,6.93576905,4.787016376,1.985067597,2.079263726,1.810058396,1.877745779,7.074489578,2.093161515,7.700147471,1.491438704,1.462613659,4.663223103,2.808125574,2.896402274,10.99340884,12.60812609,0.121476975,3.9186619,2.57212052,3.800273323,3.734902239,2.0486644,21.59420192,21.31403344,21.16272623,23.92452218,9.95585183,5.546674491,24.02898424,55.49303879,17.04460933,PA-04
330,4205,42,5,PA,Republican,PA-05,PA-05,0,39.4,268604,65862,95967,146817,1018353,16.30604126,42.92530671,33.89890659,8.013194738,24.81767626,48.77226479,18.39455744,10.75062372,18.36031074,33.64640374,37.28027994,12.10824795,38.97558015,36.95573481,11.96043708,14.02375621,35.32963777,38.22037838,12.42338854,13.95685981,27.80068777,42.46519435,15.78098439,15.83634692,31.70498866,40.7947363,11.65771757,14.41040674,29.45961197,41.6576466,14.47251215,28.28138364,54.54416404,17.17108088,40.42103918,50.31904436,9.253883362,3.071559193,5.525145085,27.6295903,2.640117004,16.05713507,7.10364173,21.7580303,16.21478132,93.05561911,0.196696653,0.05351306,5.032541726,7.177403026,2.18535767,9.586069249,4.762951607,0.799224784,1.790807324,5.948048943,2.054901507,8.874779439,0.038182292,3.987735385,11.35576061,18.37927743,2.400856209,7.196783431,4.856382517,3.322727141,6.94438089,10.11830725,5.796187556,2.734662,1.465679327,1.249313008,1.964652454,1.821468861,6.70272772,1.84981632,7.484307657,3.165948338,1.945850568,6.197969396,3.215411761,4.033149171,10.08909201,14.70625669,0.143472853,3.714963409,2.771976512,3.415868792,5.412918342,2.22069648,22.60835242,23.52912562,19.6527052,22.74205564,9.247064645,8.596704278,30.26970731,45.07645335,12.46015446,PA-05
331,4206,42,6,PA,Republican,PA-06,PA-06,0,39.4,270299,81505,113513,224671,1254747,17.37178829,44.20220878,31.60043029,7.661916709,24.81431286,49.85244109,17.67309863,11.84699875,19.70442217,33.52524248,34.99782377,12.32187658,38.99093769,37.0928418,11.59469779,14.27535129,36.09266133,38.11973857,11.53613424,14.0580823,28.41818265,42.74006631,14.78667653,16.01474174,33.63900792,39.55463395,10.78648544,14.50412068,30.14536499,42.04385012,13.30896429,29.76231338,53.85210139,16.38063121,40.70821199,50.12508891,9.171122332,3.94359667,5.175076098,22.23819219,2.552462354,14.16594432,6.584957768,27.66403935,17.67573125,94.40300974,2.628361858,0.05897052,5.313001519,12.91400536,2.883900779,10.15073834,3.060273796,0.866516593,1.726301391,7.14378036,1.960029297,9.959016835,0.068933576,3.960718633,9.271296705,13.95177881,2.036502483,5.474295316,4.269573366,2.302273731,5.596990264,12.71016663,6.323847786,4.413095225,1.836164277,1.319701001,1.670562132,1.251305968,6.313346187,1.829432483,6.111123079,1.830240298,1.321316631,5.091390843,3.281076656,3.257650011,11.19255087,11.87192357,1.885171742,3.44183191,2.582047112,5.342082871,5.123972728,2.282322616,23.99091032,22.03418803,20.60534527,22.85809252,8.229276896,9.118672768,24.79065454,51.92472836,20.91433926,PA-06
332,4207,42,7,PA,Vacant,PA-07,PA-07,0,41.3,277114,63319,84519,149600,899984,17.21255059,44.59788929,31.30731353,7.993076149,25.77559462,49.08640775,17.14406542,12.28504215,20.15381771,33.38926289,34.29172631,13.43610675,39.23875302,35.83863523,11.48530651,15.00202031,35.71998466,38.05772616,11.22557647,15.11930118,28.53332146,41.74650897,14.59898505,16.71312244,33.31855195,39.46595259,10.49775026,15.11330872,30.25760699,41.69257689,12.93941801,28.14073019,54.76965011,17.08482574,39.3746961,51.23992412,9.3816131,3.465137468,6.450868679,29.21015278,3.552142273,17.43263482,9.225051128,19.26970708,11.39430578,93.57289544,0.373287938,0.096242643,5.356487199,13.59914105,2.917876654,11.21449314,4.34733024,1.182449347,1.814424157,4.829934243,1.625833083,5.772889616,0.048955795,4.587936847,9.540260578,16.32814847,2.239727628,6.697208407,4.395173404,3.032199562,6.427364843,8.768094173,4.441903935,2.547648453,2.088409716,0.907629316,1.988829178,0.683434027,6.133938605,1.503443595,6.521690755,2.720940841,1.839180213,5.768160931,3.760138856,3.666955951,10.92882495,13.85031766,0.259799504,3.966810196,3.423011449,6.434071008,7.79704485,2.052713844,21.68481147,22.32631849,20.28175249,24.02555164,9.628580469,9.916006147,32.76229505,39.88906398,19.42515883,PA-07
333,4208,42,8,PA,Republican,PA-08,PA-08,0,44.2,282383,52328,69493,110951,702489,16.94087577,45.86365911,29.94723618,8.194410533,26.81881073,48.9908724,15.99157718,12.7455717,21.53931139,34.52523815,31.28234966,15.25077102,39.40004745,35.57029779,9.776805737,15.76143894,35.75783708,37.87514351,10.5986538,15.76178528,30.1939984,41.23388037,12.8018508,17.39543776,33.47775417,38.8879942,10.23327255,15.94741973,32.22558742,39.92820518,11.89999983,26.85846585,54.35089415,18.79341067,38.47256783,51.00462528,10.51743873,2.816797595,6.707787799,33.10328775,3.995538745,18.99621763,8.921928038,15.96430996,9.49413248,93.58419737,0.475814757,0.291210678,5.846498545,10.32789057,2.798272612,12.84760075,5.230950847,0.966686944,1.638248279,4.638591588,1.432563798,4.387734821,0.031018304,4.118809138,8.69506297,16.70651866,2.259517801,7.903945649,4.114894207,5.288470225,6.415802631,7.842812487,3.817961706,1.676193,1.170865682,0.596876487,2.08575507,0.861586089,5.608892315,1.390704146,6.990562003,2.901867723,2.654925887,6.352127012,3.895356891,3.494829279,10.50436364,14.66473129,0.270130277,4.549451608,3.711957406,6.515048395,8.443302757,1.889905779,19.46792857,21.59880261,20.18928599,26.17086943,10.68334829,9.524585394,37.0988265,34.38037048,16.94141456,PA-08
334,4209,42,9,PA,Republican,PA-09,PA-09,0,43.9,278937,55785,72540,147841,747411,17.6576885,46.1346517,28.67668928,8.655143077,27.24056359,49.08956029,14.81051095,13.47416184,22.61625615,34.13967338,29.59231668,16.17349021,39.37560955,35.07363062,9.178235217,16.63934483,36.81652176,36.52739447,9.815110705,15.91912044,30.60668313,41.03791856,12.23586008,17.62206636,33.83999779,38.60990641,9.728995041,16.45397135,31.90654548,40.07854164,11.37089913,25.84836034,55.12301744,18.83339213,37.55179044,51.74392867,10.50662987,3.204141299,7.77834799,37.96585722,4.886009315,15.69218627,8.73688835,13.68354755,8.053021997,94.46746378,1.714932954,0.274023515,6.331447517,15.83614043,2.985351983,11.72195315,4.370217862,1.529104306,1.259505283,3.469686333,1.278088148,4.342786014,0.028611713,3.094489443,8.184129644,17.12219266,1.723781937,6.07276224,4.676392682,3.984697158,5.532814864,8.206252102,3.176784987,1.455657745,1.317613606,0.646270743,1.711098395,0.498787689,5.527369905,1.076036363,7.268259877,3.306570075,1.865955602,5.782220623,3.522485266,3.314829126,9.559261641,13.54248397,0.677537151,5.058373793,4.547492493,8.757838724,9.18111509,1.885511992,19.96627767,21.32020821,20.33330535,25.92561498,10.5690818,10.98248929,42.85186654,30.4734579,24.15654441,PA-09
335,4210,42,10,PA,Republican,PA-10,PA-10,0,41.2,297253,61597,82131,142669,846332,17.18446271,44.72263358,30.61771264,7.956731178,25.69201178,49.13360227,16.63824065,12.37399786,20.47098674,33.65691331,33.03375377,13.95138641,39.32458425,35.348857,10.79865189,15.33949514,35.75822567,37.50753204,10.81771605,15.35498477,28.72457404,41.64121943,13.70116938,16.87518085,33.51954927,38.53546443,10.49090197,15.36826159,30.62775537,40.76375768,12.66523686,28.44371819,53.45367581,17.52370253,39.84374202,49.75557031,9.821103338,2.784032871,6.302259308,29.67916642,3.881777779,16.32608083,8.726190453,20.38608884,11.91440349,94.61951898,0.530944173,0.112592182,5.073051515,10.14717025,3.028516238,11.13728776,5.173637421,0.724111802,1.227841752,5.913757591,1.510923042,6.857450828,0.069636397,3.974343924,8.173872211,14.67246881,2.040533185,6.682426015,4.763556419,8.18561168,5.380481019,9.473218002,5.757676012,3.484221086,1.608040469,0.756928955,2.24704112,1.312152485,5.424701978,1.442620676,6.674955443,2.138717837,1.716096947,5.919894131,3.486355535,3.411383016,9.698669171,15.17273028,0.308427872,3.578670452,2.976222239,5.4300381,7.980437775,2.150801164,21.30198072,22.61815469,20.42008761,24.23852724,9.270313908,9.086292179,33.5609442,41.02668279,15.86375812,PA-10
336,4211,42,11,PA,Republican,PA-11,PA-11,0,40.2,278227,62799,81793,154129,809946,17.59356479,45.72018639,29.61775757,8.179207053,26.54385158,49.71546585,15.55991357,13.21404708,21.39481608,33.96551575,31.43759599,14.50560131,39.65012452,35.59514409,10.24913008,16.06771895,36.52588922,37.07829679,10.33191312,15.61301967,29.3315747,41.72178305,13.33292838,17.06632188,34.15850262,38.71191677,10.06239099,15.63749013,30.89907238,41.21189507,12.25917859,27.58063536,54.85894777,17.55954912,39.05485027,50.97092181,9.971277583,5.445801974,7.722412276,32.98250415,4.651940182,15.20105562,7.426449027,17.35392435,9.215912423,95.26078648,2.188670351,0.126496085,8.007490244,16.18887987,3.411727732,11.50485818,4.16206165,0.876568106,1.132703035,3.712908886,1.470549721,5.192101197,0.051069848,3.285755441,7.605740775,14.94172799,1.72825603,6.332661132,5.179006364,2.900767357,4.739213524,9.060052903,3.905402928,1.908179033,1.618259435,0.642432496,1.797396747,0.559673153,5.192886887,1.627425818,6.523321897,2.348689207,1.501453526,5.931435456,3.554723306,3.202996098,9.729722651,13.3753241,0.93732813,5.612445329,4.170180447,8.615614279,8.18557997,2.388069335,22.76895026,22.2516697,19.55971316,23.60464006,9.426823021,13.16821425,37.63444434,33.9962858,26.51153655,PA-11
337,4212,42,12,PA,Republican,PA-12,PA-12,0,40.7,277161,50162,65868,110307,626397,17.52198316,46.09414936,27.90350646,8.817702874,26.46498443,49.26189259,14.61000012,13.27509023,21.90639452,34.56583588,29.42137267,16.51253931,39.10170685,34.48391,9.058661338,16.3963629,36.27646886,36.43291975,10.04745161,15.69276419,30.78123897,40.58428985,12.09645912,17.44040151,33.48720252,38.25886856,9.966730521,16.84643889,31.30738899,40.02543833,10.98598482,25.0746541,55.62319604,18.46172117,37.60208463,51.27991973,10.27756694,3.378028796,7.69868181,37.39557031,4.987889969,14.75548043,8.619868696,13.94807631,9.216403681,95.19688021,2.523982374,0.833080173,7.167934556,13.73360852,2.197953629,11.344297,5.052036192,0.99938302,1.114949404,3.073000999,0.977773045,3.716289223,0.034763872,2.889159623,11.58545179,15.39131279,1.269037918,7.252808514,4.609501499,4.233675857,4.803119792,7.552529463,2.990945734,1.527104858,1.534934559,0.970256532,1.865347936,0.549645001,6.598245521,1.079559157,6.020413596,2.938643332,1.994694595,6.66839964,3.875388745,3.67526159,8.665912927,12.69037918,1.09647131,6.024798229,4.123433668,7.762678635,9.794955794,1.918771405,20.97755117,24.19671288,18.48291061,24.64294854,9.781105395,11.07671061,42.38346027,31.78434869,24.25860562,PA-12
338,4213,42,13,PA,Democrat,PA-13,PA-13,0,43.8,284345,51932,66896,125317,662331,17.92726337,46.33448976,28.38584757,8.809982341,27.00630588,49.27068704,14.90833183,13.78377157,22.01600456,34.87840149,29.36666574,16.76828844,39.13678268,34.98685985,9.10285468,16.53277389,36.56802286,37.0925859,9.800186326,16.44934438,30.33114563,41.08451409,12.13065061,17.86034595,33.81710861,38.57120013,9.748564317,17.05594644,31.84017687,40.08718384,11.0203429,25.12636094,55.77523395,19.10031703,37.29385959,52.10920227,10.59241904,3.37867443,7.644567345,39.79844795,4.962659319,15.23168749,8.383396785,13.01889916,7.581667527,95.39531487,2.39015113,0.465590555,7.112441465,14.0170567,2.379087,11.97677131,5.24290251,0.885429438,1.145885041,3.241790116,0.982913395,4.096120378,0.026912749,2.975652933,7.914740412,16.16858146,1.61925039,7.303521982,4.986035274,5.069165765,4.604685129,7.942550252,3.022301698,1.557052037,1.313641175,0.663548775,2.011578463,0.517023809,4.804523734,1.075014802,6.724897881,2.928705138,2.114444969,6.436632438,3.928065213,3.462474657,9.253799183,13.22283158,1.227221348,5.583199268,4.195099487,8.49216839,9.523225702,2.01179744,20.32256397,21.04323911,19.89060607,25.91719433,10.81459909,11.02324177,44.76110727,28.98396347,23.98523985,PA-13
339,4214,42,14,PA,Democrat,PA-14,PA-14,0,46.1,292019,53891,72920,148217,832205,18.03977692,45.4980452,29.18450538,8.586896299,26.69128336,48.98039291,15.72961698,13.26123166,22.20626267,34.23417008,30.37128253,16.38266572,38.88453716,35.19637488,9.529127537,16.17476696,36.16014284,37.47127714,10.18669205,16.10737789,30.35426158,40.92479345,12.61130921,17.82962028,33.60057385,38.66048586,9.905151617,16.76251083,32.15813506,39.81860529,11.26265933,25.5314271,55.35161291,19.11591789,37.56888709,51.93595954,10.48890078,2.239102898,5.638794971,35.86024492,3.877920935,15.44825306,9.986871772,17.57375738,9.37505406,94.91431762,0.445064674,1.388013565,7.177455659,11.61609796,2.628672609,11.99753909,4.628912698,1.706731491,1.393715675,3.940457969,1.223852826,5.847963747,0.050718766,3.496293629,8.031571682,17.31160529,1.861288677,7.200264098,4.797274992,3.255904685,5.085682383,8.645598872,4.073407161,1.923711773,2.112181507,0.812400588,1.959424987,0.747876714,4.822484319,1.157828397,7.560997569,3.050628733,1.918609886,6.236007323,3.354641217,3.500495183,10.36733591,13.40656043,0.266498604,6.100357132,3.851024879,6.525914588,7.606014225,1.752639539,18.86948927,19.92913895,20.33257833,27.83078551,11.2853684,7.877897869,39.73816585,36.93568322,20.62663185,PA-14
